"y","id"
1.06076326523414,"G3"
-0.335501735161959,"G2"
0.145304210746046,"G2"
0.394078982577413,"G3"
1.66492072752555,"G3"
-0.346905393744142,"G1"
-0.00539319418510246,"G1"
-0.0175128748322563,"G2"
-0.2386816490028,"G3"
1.67079128749138,"G2"
-0.0239270589388925,"G3"
-0.133008240519806,"G1"
0.188207630552391,"G2"
0.997689873094052,"G3"
-1.32067944848297,"G1"
-0.0725437458433246,"G1"
-2.30460973246805,"G3"
-1.38823610609492,"G1"
-2.65301893968612,"G3"
-0.050055706012585,"G3"
-0.326182745930466,"G3"
0.293081629286623,"G2"
-1.43107602853225,"G1"
0.275068385466521,"G2"
-2.13226498149165,"G2"
-0.639907488045302,"G1"
-1.03023614018698,"G3"
0.206696761726295,"G3"
0.379347660332989,"G3"
0.172332581050231,"G1"
0.0629662642071137,"G1"
-0.694667215001167,"G1"
-1.10865860311594,"G1"
0.741316487640986,"G2"
-0.595285698588544,"G3"
-0.579073720554181,"G2"
1.02025612056233,"G3"
-0.600852226578614,"G3"
-0.0574290479488504,"G2"
-1.35252138964654,"G1"
0.665624582310617,"G3"
0.842516230411712,"G1"
0.48406228913136,"G1"
-1.23156445818829,"G1"
0.140203734599796,"G1"
-0.73116232601052,"G1"
0.532861479479573,"G2"
-1.48360678159907,"G2"
-0.62405920281065,"G3"
-0.00120350399553417,"G1"
0.751652431531673,"G2"
0.989169517417727,"G3"
-1.17616579588703,"G3"
1.39541667452963,"G3"
0.911393537113761,"G1"
-0.437102486976073,"G3"
0.502475384286614,"G2"
-0.214170070964755,"G1"
0.412004171134845,"G1"
0.217972247456403,"G3"
-0.100281517610144,"G3"
0.559002260151267,"G1"
0.14806027175395,"G2"
0.841577250974253,"G1"
-0.586298021297567,"G2"
1.4011444538202,"G1"
0.306911073538128,"G3"
-1.02165663988058,"G2"
-1.33253016855602,"G2"
1.18040628872647,"G1"
-1.12843473822196,"G1"
1.69197167415427,"G1"
0.876880769303362,"G1"
0.145639104657572,"G3"
0.289001438353974,"G2"
1.22403279534001,"G1"
1.05359429635798,"G2"
-1.51557513834577,"G1"
-0.170874461545021,"G2"
-1.29241833052365,"G3"
-0.601393571917041,"G2"
-0.716458006920368,"G3"
-0.390627654214737,"G2"
1.1990385173722,"G2"
-1.24637296943409,"G3"
-1.06890701736257,"G3"
-0.145671037490866,"G3"
-1.46280970289964,"G3"
-0.742691345382282,"G2"
0.719838032259427,"G1"
0.340684223093905,"G3"
0.588068970769679,"G2"
-1.2566679580012,"G1"
0.180119315627731,"G2"
-2.27667239646575,"G1"
1.74102202315816,"G3"
-0.947628229284571,"G3"
1.27074934595371,"G3"
0.132814120316638,"G1"
0.895085708885501,"G2"
0.131406137303465,"G2"
-0.88882106771618,"G2"
1.49340565745916,"G3"
1.09304175851,"G1"
-1.45699130478957,"G3"
2.12618509108624,"G1"
0.975191437883866,"G2"
1.17889483593616,"G3"
0.557630332328082,"G2"
0.910366055971586,"G1"
-1.73614003490995,"G2"
-0.767373251630205,"G2"
1.45956700066809,"G3"
-0.277711240848274,"G2"
-0.989810336514796,"G3"
-0.100807390897539,"G2"
0.341417441080359,"G2"
0.259205350422965,"G1"
-1.09064697913988,"G3"
0.927425578126191,"G1"
-0.198811184373619,"G1"
-0.646958558573185,"G1"
0.243192238983407,"G3"
0.744150999518773,"G3"
-3.03915486277057,"G2"
0.0956759989796641,"G1"
0.324281443236315,"G2"
-0.175371863476598,"G2"
-0.0795178107949336,"G1"
-0.167884861840958,"G3"
-0.866062187226567,"G3"
1.39595950443407,"G3"
-0.171943538523412,"G1"
0.584860214121819,"G3"
-0.592318279732504,"G2"
0.770726317481681,"G3"
-0.434999134179103,"G1"
0.598658389668347,"G2"
0.668499180446779,"G2"
-1.06145589039198,"G3"
-1.51581483076902,"G2"
-0.0971132908120316,"G2"
-1.40075413297492,"G1"
-1.25431240662704,"G1"
0.530827842983708,"G3"
0.688087958279682,"G2"
1.55103976498515,"G2"
-1.55991108102576,"G2"
-0.487404946698133,"G1"
-0.231044365347651,"G3"
-2.14730224066873,"G3"
1.05379146082916,"G3"
0.863040663391026,"G3"
1.1973336564414,"G2"
-0.638612538188584,"G3"
-0.846218596589572,"G3"
0.905714150324768,"G3"
0.657841978510913,"G1"
0.376482197657115,"G1"
0.537156934993071,"G3"
0.930568480098324,"G3"
-0.0386152675714349,"G3"
1.22879346221305,"G2"
-0.106396985663348,"G2"
0.387439595233071,"G3"
-0.103075788482984,"G3"
-0.0017686225857943,"G2"
0.771699844181744,"G3"
-0.132378344036002,"G2"
-0.218752155616948,"G2"
0.58021730650451,"G2"
1.47888537519601,"G2"
1.6158572152006,"G1"
-0.310324091655892,"G1"
-0.529300671415546,"G3"
1.17578871647261,"G1"
-1.31431898060934,"G3"
-0.549946914141803,"G3"
0.26355024750503,"G2"
0.189287456381199,"G1"
1.75982784805379,"G2"
0.754067591214027,"G3"
0.944343640233865,"G1"
0.304582452048414,"G1"
-0.615415840686108,"G3"
-0.262170551091631,"G2"
0.735819732146953,"G2"
